Date,Open_spy,High_spy,Low_spy,Close_spy,Adj Close_spy,Volume_spy,prev_adj_Close_spy,Target
2011-01-03,126.709999,127.599998,125.699997,127.050003,105.443665,138725200,104.364723,0.010285113206975005
2011-01-04,127.33000200000001,127.370003,126.190002,126.980003,105.38555900000001,137409700,105.443665,-0.0005512139196719446
2011-01-05,126.58000200000001,127.720001,126.459999,127.639999,105.933296,133975300,105.38555900000001,0.005183997676390106
2011-01-06,127.690002,127.83000200000001,127.010002,127.389999,105.72583,122519000,105.933296,-0.0019603791281124217
2011-01-07,127.559998,127.769997,126.150002,127.139999,105.51834099999999,156034600,105.72583,-0.0019644477359417323
2011-01-10,126.58000200000001,127.160004,126.199997,126.980003,105.38555900000001,122401700,105.51834099999999,-0.0012591708123359524
2011-01-11,127.440002,127.739998,126.949997,127.43,105.759033,110287000,105.38555900000001,0.00353761738301106
2011-01-12,128.21000700000002,128.720001,127.459999,128.580002,106.71346299999999,107929200,105.759033,0.008984093824943251
2011-01-13,128.630005,128.690002,128.050003,128.369995,106.539177,129048400,106.71346299999999,-0.0016345498822811777
2011-01-14,128.190002,129.330002,128.100006,129.300003,107.310997,117677900,106.539177,0.007218356074680798
2011-01-18,129.179993,129.639999,129.029999,129.520004,107.493591,114401300,107.310997,0.0017000944503067217
2011-01-19,129.41000400000001,129.53999299999998,127.910004,128.25,106.439568,151958400,107.493591,-0.009853839709131229
2011-01-20,127.959999,128.399994,127.129997,128.080002,106.29847,175745700,106.439568,-0.0013264954590734845
2011-01-21,128.880005,129.169998,128.229996,128.369995,106.539177,151462900,106.29847,0.0022618846432171935
2011-01-24,128.28999299999998,129.25,128.259995,129.100006,107.14502,113715500,106.539177,0.005670467277142599
2011-01-25,128.759995,129.279999,128.110001,129.169998,107.20311000000001,167552200,107.14502,0.0005420154719537607
2011-01-26,129.490005,130.050003,129.229996,129.669998,107.618095,141281500,107.20311000000001,0.0038635433239049277
2011-01-27,129.699997,130.21000700000002,129.470001,129.990005,107.883675,123302700,107.618095,0.002464760585964676
2011-01-28,130.139999,130.350006,127.510002,127.720001,105.999702,295637300,107.883675,-0.017617280532424395
2011-01-31,128.070007,128.779999,127.75,128.679993,106.796448,149249200,105.999702,0.0074883847586937335
2011-02-01,129.46000700000002,130.970001,129.380005,130.740005,108.50610400000001,167194300,106.796448,0.015881761916550552
2011-02-02,130.399994,130.83999599999999,130.330002,130.490005,108.298653,118323600,108.50610400000001,-0.0019137132061386453
2011-02-03,130.259995,130.979996,129.570007,130.779999,108.53931399999999,145886700,108.298653,0.0022197321082204624
2011-02-04,130.830002,131.199997,130.229996,131.149994,108.846397,134634800,108.53931399999999,0.0028252381708808727
2011-02-07,131.440002,132.399994,131.429993,131.970001,109.526909,112439100,108.846397,0.006232576823042457
2011-02-08,132.08999599999999,132.639999,131.729996,132.570007,110.024902,99072800,109.526909,0.004536458631490881
2011-02-09,132.21000700000002,132.630005,131.610001,132.270004,109.775925,146436700,110.024902,-0.0022654792512435407
2011-02-10,131.600006,132.470001,131.300003,132.320007,109.817429,162708500,109.775925,0.0003780078015855892
2011-02-11,131.800003,133.279999,131.770004,133.110001,110.473068,137710300,109.817429,0.0059525122039580936
2011-02-14,133.029999,133.53999299999998,132.880005,133.429993,110.73863999999999,101690700,110.473068,0.0024010675564056783
2011-02-15,133.020004,133.220001,132.320007,133.009995,110.39007600000001,119575400,110.73863999999999,-0.003152591802624727
2011-02-16,133.46000700000002,134.009995,133.190002,133.850006,111.08724199999999,130183500,110.39007600000001,0.006295618070184972
2011-02-17,133.46000700000002,134.429993,133.33999599999999,134.25,111.41918899999999,109810500,111.08724199999999,0.0029837092327786863
2011-02-18,134.369995,134.690002,134.059998,134.529999,111.65158100000001,130002400,111.41918899999999,0.0020835727072014976
2011-02-22,133.119995,134.559998,131.470001,131.830002,109.410744,233116400,111.65158100000001,-0.02027404493308982
2011-02-23,131.75,132.070007,130.21000700000002,131.020004,108.73850300000001,227584000,109.410744,-0.0061631487353981385
2011-02-24,130.880005,131.440002,129.699997,130.929993,108.66378799999998,260431400,108.73850300000001,-0.000687343289694553
2011-02-25,131.479996,132.41000400000001,131.399994,132.330002,109.82571399999999,141686900,108.66378799999998,0.010636089542537697
2011-02-28,132.820007,133.320007,132.380005,133.149994,110.50626399999999,141585500,109.82571399999999,0.006177516041218745
2011-03-01,133.570007,133.690002,130.889999,130.929993,108.66378799999998,258565500,110.50626399999999,-0.01681360558375644
2011-03-02,130.75,131.820007,130.350006,131.21000700000002,108.896179,200277400,108.66378799999998,0.0021363405371825905
2011-03-03,132.399994,133.619995,132.389999,133.470001,110.771828,176480100,108.896179,0.017077539968502364
2011-03-04,133.369995,133.630005,131.600006,132.470001,109.941925,277202300,110.771828,-0.007520210225961499
2011-03-07,132.860001,133.16000400000001,130.740005,131.429993,109.078773,216790400,109.941925,-0.007881962540628784
2011-03-08,131.639999,133.0,131.070007,132.580002,110.03319499999999,174615000,109.078773,0.008711783706198517
2011-03-09,132.320007,132.800003,131.600006,132.389999,109.875496,153806000,110.03319499999999,-0.0014342227796007023
2011-03-10,131.0,131.179993,129.809998,129.940002,107.842178,301291800,109.875496,-0.018679026668271703
2011-03-11,129.520004,131.309998,129.490005,130.83999599999999,108.589096,225621800,107.842178,0.006902153754777096
2011-03-14,129.990005,130.479996,129.059998,130.050003,107.933479,234974100,108.589096,-0.00605589512933058
2011-03-15,126.589996,129.330002,126.5,128.559998,106.69683799999999,359585400,107.933479,-0.011523578793656952
2011-03-16,128.149994,128.570007,125.279999,126.18,104.721588,468670300,106.69683799999999,-0.018686237645189507
2011-03-17,128.0,128.389999,127.099998,127.849998,106.107605,254303700,104.721588,0.013148434979613377
2011-03-18,128.83999599999999,128.880005,127.510002,127.760002,106.49353,230435400,106.107605,0.0036305114165449126
2011-03-21,129.350006,130.009995,129.199997,129.740005,108.14395900000001,153992600,106.49353,0.01537906110345233
2011-03-22,129.720001,129.889999,129.169998,129.28999299999998,107.76886,129538600,108.14395900000001,-0.003474544763958143
2011-03-23,128.929993,130.0,128.320007,129.66000400000001,108.07726299999999,148603100,107.76886,0.002857621027255064
2011-03-24,130.399994,131.08999599999999,129.669998,130.899994,109.110825,159129800,108.07726299999999,0.009517739318122942
2011-03-25,131.240005,131.869995,130.889999,131.300003,109.444305,155642800,109.110825,0.003051680908166432
2011-03-28,131.580002,131.919998,130.940002,130.979996,109.177521,109762400,109.444305,-0.0024405992512877006
2011-03-29,130.869995,131.899994,130.440002,131.860001,109.911049,129798800,109.177521,0.006696202735674284
2011-03-30,132.550003,133.16000400000001,132.360001,132.770004,110.66956299999998,135835000,109.911049,0.006877458384884072
2011-03-31,132.600006,132.96000700000002,132.449997,132.58999599999999,110.519524,132537100,110.66956299999998,-0.0013566584594881803
2011-04-01,133.41000400000001,133.770004,132.830002,133.149994,110.98631999999999,153850100,110.519524,0.0042147573408533034
2011-04-04,133.429993,133.669998,132.880005,133.259995,111.07800300000001,100768900,110.98631999999999,0.000825733769124426
2011-04-05,133.0,133.830002,132.940002,133.240005,111.061356,120791500,111.07800300000001,-0.00014987888779494085
2011-04-06,133.880005,134.0,133.119995,133.66000400000001,111.41145300000001,120411600,111.061356,0.0031473265480750356
2011-04-07,133.419998,133.979996,132.66000400000001,133.320007,111.128029,170731500,111.41145300000001,-0.0025471808480341807
2011-04-08,133.91000400000001,133.990005,132.309998,132.860001,110.744598,147945400,111.128029,-0.003456319843459177
2011-04-11,133.0,133.449997,132.139999,132.46000700000002,110.41118600000001,121385400,110.744598,-0.003015180037940546
2011-04-12,131.720001,131.979996,130.990005,131.470001,109.58598300000001,161187400,110.41118600000001,-0.007501977174761976
2011-04-13,132.080002,132.179993,130.96000700000002,131.46000700000002,109.57763700000001,162059000,109.58598300000001,-7.616227550943933e-05
2011-04-14,130.699997,131.759995,130.270004,131.559998,109.660995,161220400,109.57763700000001,0.0007604317109297654
2011-04-15,131.800003,132.369995,131.41000400000001,132.03999299999998,110.06109599999999,170006700,109.660995,0.003641886351998913
2011-04-18,130.58999599999999,132.029999,129.509995,130.559998,108.827469,210759300,110.06109599999999,-0.011271854804133064
2011-04-19,130.759995,131.350006,130.440002,131.309998,109.452606,124258800,108.827469,0.005727858661791707
2011-04-20,132.880005,133.389999,132.78999299999998,133.100006,110.94464099999999,156133800,109.452606,0.013539713531262265
2011-04-21,133.78999299999998,133.83999599999999,133.100006,133.779999,111.511475,135935400,110.94464099999999,0.005096153227448497
2011-04-25,133.679993,133.860001,133.199997,133.639999,111.394768,65757100,111.511475,-0.001047139901452887
2011-04-26,134.050003,135.059998,133.91000400000001,134.78999299999998,112.353325,146600000,111.394768,0.008568232707427903
2011-04-27,135.050003,135.869995,134.5,135.669998,113.086876,143031000,112.353325,0.006507744276424532
